"","x"
"5213","Booker T."
"5214","Elis Regina"
"5215","Dem Franchize Boyz"
"5216","Zombie Girl"
"5217","Headman"
"5218","Thomas Schumacher"
"5219","Cattle Decapitation"
"5220","The Pointer Sisters"
"5221","Leon Russell"
"5222","P Money"
"5223","Go West"
"5224","GBH"
"5225","Jakalope"
"5226","Berri Txarrak"
"5227","Marea"
"5228","Teena Marie"
"5229","Attaque 77"
"5230","Desaster"
"5231","Lou Rhodes"
"5232","Doctor Krapula"
"5233","Dangerous Toys"
"5234","The Foreign Exchange"
"5235","Bell Biv DeVoe"
"5236","Blutengel"
"5237","Emalkay"
"5238","Siena Root"
"5239","Buck 65"
"5240","Myslovitz"
"5241","Minus 8"
"5242","Suicide Commando"
"5243","Wayne Wonder"
"5244","Zita Swoon"
"5245","Mastiksoul"
"5246","Painbastard"
"5247","Plastic Bertrand"
"5248","Richard Clayderman"
"5249","PMMP"
"5250","Camp Lo"
"5251","Heaven Shall Burn"
"5252","Russ Chimes"
"5253","Clint Black"
"5254","T.Love"
"5255","Dog Eat Dog"
"5256","Johnathan Rice"
"5257","Elastica"
"5258","Nellie McKay"
"5259","Mother Mother"
"5260","Jon Oliva's Pain"
"5261","The Chambers Brothers"
"5262","Agonoize"
"5263","Walls Of Jericho"
"5264","Beneath the Massacre"
"5265","Thyrfing"
"5266","Avail"
"5267","Al Jarreau"
"5268","Asphyx"
"5269","Diorama"
"5270","Banda Eva"
"5271","Bruce Channel"
"5272","Petey Pablo"
"5273","Angelique Kidjo"
"5274","Juno Reactor"
"5275","opm"
"5276","Rico Bernasconi"
"5277","Cryptopsy"
"5278","Till Von Sein"
"5279","Monoral"
"5280","Right Said Fred"
"5281","Dinah Shore"
"5282","Kurtis Blow"
"5283","Fausto Papetti"
"5284","Moderatto"
"5285","Tina Charles"
"5286","Serena Ryder"
"5287","Kate Miller-Heidke"
"5288","Bodo Wartke"
"5289","Shawn Colvin"
"5290","San Pascualito Rey"
"5291","Buffy Sainte-Marie"
"5292","Jeff Foxworthy"
"5293","Anthony B"
"5294","Laurel Aitken"
"5295","Van Der Graaf Generator"
"5296","Poison Idea"
"5297","Regurgitate"
"5298","Miles Benjamin Anthony Robinson"
"5299","datA"
"5300","Xavier Naidoo"
"5301","Hate Eternal"
"5302","Lucky Dube"
"5303","Jasper Erkens"
"5304","The Jon Spencer Blues Explosion"
"5305","Bob Mould"
"5306","Cornershop"
"5307","Dungen"
"5308","The Copyrights"
"5309","Mariza"
"5310","Chrome Division"
"5311","Carolina Chocolate Drops"
"5312","Treat"
"5313","Scritti Politti"
"5314","3 Inches Of Blood"
"5315","Karpe Diem"
"5316","Youth Group"
"5317","Drop The Lime"
"5318","Gin"
"5319","Kevin Devine"
"5320","Nicole Atkins"
"5321","Charlie Hall"
"5322","Muchachito Bombo Infierno"
"5323","Brad Mehldau Trio"
"5324","Aes Dana"
"5325","The Coup"
"5326","Krzysztof Komeda"
"5327","Blue Cheer"
"5328","Bettye Lavette"
"5329","Cowboy Troy"
"5330","Marion Meadows"
"5331","Bad Boys Blue"
"5332","The Little Willies"
"5333","Keren Ann"
"5334","Bill Evans Trio"
"5335","José James"
"5336","Kenny Rogers & Kim Carnes"
"5337","The Violet Burning"
"5338","Mercyful Fate"
"5339","Groundation"
"5340","The Damned"
"5341","July Skies"
"5342","Bumblefoot"
"5343","Crippled Black Phoenix"
"5344","Nightmares On Wax"
"5345","John Zorn"
"5346","Robert Glasper"
"5347","Beats Antique"
"5348","Mano Solo"
"5349","Stevie B"
"5350","Mahmoud Ahmed"
"5351","Municipal Waste"
"5352","Martin Sexton"
"5353","Charlie Rich"
"5354","Jet Black Stare"
"5355","Bobby Womack"
"5356","Long Tall Texans"
"5357","Callisto"
"5358","Reuben"
"5359","Gita Gutawa"
"5360","Far-Less"
"5361","Life In Your Way"
"5362","Pigeon John"
"5363","The Walkabouts"
"5364","Diecast"
"5365","Steve Perry"
"5366","The Marvelettes"
"5367","Small Faces"
"5368","Gammer"
"5369","Kettcar"
"5370","Talvin Singh"
"5371","Cows"
"5372","Kool Savas feat. Eko"
"5373","Hanne Hukkelberg"
"5374","Tift Merritt"
"5375","Birdy Nam Nam"
"5376","Gabrielle"
"5377","The Veils"
"5378","Poison The Well"
"5379","Louie Austen"
"5380","AZ"
"5381","A.Z."
"5382","The Sonics"
"5383","Skye Sweetnam"
"5384","Black Moth Super Rainbow"
"5385","Delbert McClinton"
"5386","Vivian Green"
"5387","Piana"
"5388","Chicks On Speed"
"5389","Chely Wright"
"5390","Sheek Louch"
"5391","The Supervillains"
"5392","Jefre Cantu-Ledesma"
"5393","Heartless Bastards"
"5394","Allure Feat. Nas"
"5395","Cameo"
"5396","Carl Perkins"
"5397","Death SS"
"5398","Minotaur Shock"
"5399","Ronan Keating"
"5400","The Wave Pictures"
"5401","The Crüxshadows"
"5402","Rino Gaetano"
"5403","Hackneyed"
"5404","Grupo Revelação"
"5405","Filo & Peri"
"5406","Burt Bacharach & His Orchestra"
"5407","Grupo Gale"
"5408","The Hollies"
"5409","Max Pezzali"
"5410","Lo-Fi-Fnk"
"5411","No Te Va Gustar"
"5412","Revolverheld"
"5413","At Vance"
"5414","Richard Swift"
"5415","Autechre"
"5416","Tarrus Riley"
"5417","Lost Ocean"
"5418","Amanda Jenssen"
"5419","Chic"
"5420","Ripperton"
"5421","Thomas Fehlman"
"5422","N'Dambi"
"5423","Chris Garneau"
"5424","keller williams"
"5425","C-Bo"
"5426","Transatlantic"
"5427","Morgan Page"
"5428","Brendan Benson"
"5429","K's Choice"
"5430","The Lovin' Spoonful"
"5431","Television"
"5432","Calibre"
"5433","Charlie Christian"
"5434","Wizzard"
"5435","Goldmund"
"5436","Alien Vampires"
"5437","Robert Miles"
"5438","Brian Setzer"
"5439","Daniel Johnston"
"5440","Basic Element"
"5441","4hero"
"5442","4hero feat. Jack Davey"
"5443","The Cooper Temple Clause"
"5444","MNEMIC"
"5445","Teenage Bad Girl"
"5446","The Focus Group"
"5447","The Velvelettes"
"5448","Gregory Isaacs"
"5449","Darker My Love"
"5450","Kenny Wayne Shepherd Band"
"5451","Quasimoto"
"5452","Zap Mama"
"5453","Duncan Dhu"
"5454","Sebadoh"
"5455","The Supermen Lovers"
"5456","Buraka Som Sistema"
"5457","Johnny Winter"
"5458","Nação Zumbi"
"5459","Thomas Anders"
"5460","Chali 2na"
"5461","Mountain"
"5462","A Place to Bury Strangers"
"5463","Obituary"
"5464","Richie Havens"
"5465","Karma To Burn"
"5466","Maggie Reilly"
"5467","The Young Knives"
"5468","DISSECTION"
"5469","Chatham County Line"
"5470","Plump DJs"
"5471","Gene Clark"
"5472","Anal Cunt"
"5473","Black Dice"
"5474","Alan Parsons"
"5475","The Human League"
"5476","The Rubettes"
"5477","Ghostland Observatory"
"5478","Michael Giacchino"
"5479","Cherry Ghost"
"5480","Cara Dillon"
"5481","Ian Hunter"
"5482","Beres Hammond"
"5483","John Waite"
"5484","Hem"
"5485","Labyrinth"
"5486","Holy Fuck"
"5487","Ice-T"
"5488","Billy Cobham"
"5489","Los Pericos"
"5490","Patton Oswalt"
"5491","Phosphorescent"
"5492","Darlene Love"
"5493","Roy Hargrove"
"5494","David Sanborn"
"5495","Fragma"
"5496","Michael Penn"
"5497","Konshens"
"5498","Alejandro Sanz"
"5499","The Ruby Suns"
"5500","The Alan Parsons Project"
"5501","Napalm Death"
"5502","Ky-Mani Marley"
"5503","Nevermore"
"5504","Electronic"
"5505","ESG"
"5506","Daz Dillinger & Kurupt Young Gotti"
"5507","Nikka Costa"
"5508","Dead Hearts"
"5509","Oxide And Neutrino"
"5510","Musiq Soulchild"
"5511","Musiq"
"5512","Ástor Piazzolla"
"5513","Eric Roberson"
"5514","Kosheen"
"5515","Gang Gang Dance"
"5516","Oomph!"
"5517","Oomph! feat. Marta Jandová"
"5518","Constantines"
"5519","Gigi D'agostino"
"5520","Intocable"
"5521","Felix Cartal"
"5522","Jim Noir"
"5523","Mansun"
"5524","Leverage"
"5525","Jacques Dutronc"
"5526","Ringo Starr"
"5527","Marek Hemmann"
"5528","Marlene Kuntz"
"5529","Sportfreunde Stiller"
"5530","Cracker"
"5531","Bandabardo'"
"5532","Gang Of Four"
"5533","Fairport Convention"
"5534","Hot Water Music"
"5535","Eldkvarn"
"5536","16 Bit Lolitas"
"5537","Saybia"
"5538","Lindsey Buckingham"
"5539","The Coasters"
"5540","The Robins aka The Coasters"
"5541","Astrix"
"5542","Toby Lightman"
"5543","Karnivool"
"5544","Martin O'Donnell And Michael Salvatori"
"5545","The Church"
"5546","Mokoma"
"5547","Alejandra Guzman"
"5548","Sid Vicious_ the Idols"
"5549","Joan Baez"
"5550","Crystal Waters"
"5551","Coleman Hawkins"
"5552","Erin McKeown"
"5553","Ramadanman"
"5554","Ich + Ich"
"5555","Deep Forest"
"5556","Shadows Fall"
"5557","Tina Dico"
"5558","SWV"
"5559","Cusco"
"5560","Bunji Garlin"
"5561","Grave Digger"
"5562","Clannad"
"5563","Lightnin' Hopkins"
"5564","Lightnin Hopkins"
"5565","Fates Warning"
"5566","Bloodsimple"
"5567","Eddie Murphy"
"5568","Alaska Y Dinarama"
"5569","Grandmaster Flash"
"5570","Sleepy Sun"
"5571","Jools Holland"
"5572","The Acacia Strain"
"5573","The Falcon"
"5574","The Flying Burrito Brothers"
"5575","Archers Of Loaf"
"5576","Brant Bjork"
"5577","The Boy Least Likely To"
"5578","Hope Sandoval and the Warm Inventions"
"5579","June Christy with the Lou Levy Sextet"
"5580","June Christy"
"5581","ASHES dIVIDE"
"5582","4 Strings"
"5583","Wheat"
"5584","Quiero Club"
"5585","Kula Shaker"
"5586","Gram Parsons"
"5587","The Melvins"
"5588","Melvins"
"5589","Wendy & Lisa"
"5590","Mojave 3"
"5591","L.A. Guns"
"5592","Lil' Suzy"
"5593","Deathstars"
"5594","The Everly Brothers"
"5595","The Leisure Society"
"5596","Ordo Rosarius Equilibrio"
"5597","Blood_ Sweat & Tears"
"5598","Metal Church"
"5599","Dawn Landes"
"5600","De Saloon"
"5601","Seth Lakeman"
"5602","Electrelane"
"5603","Billy Joe Shaver"
"5604","Biosphere"
"5605","Beanie Sigel"
"5606","The Berzerker"
"5607","En Vogue"
"5608","Joe Walsh"
"5609","Bachman-Turner Overdrive"
"5610","In Blood We Trust"
"5611","Nach"
"5612","Shugo Tokumaru"
"5613","Vanessa Paradis"
"5614","Olivia Newton-John"
"5615","Procol Harum"
"5616","The Romantics"
"5617","Raised Fist"
"5618","Kaly Live Dub"
"5619","KALYLIVEDUB"
"5620","Sizzla"
"5621","The Lucksmiths"
"5622","Lara Fabian"
"5623","Gigi D'Alessio"
"5624","Dokken"
"5625","O.S.I."
"5626","La Habitacion Roja"
"5627","At The Gates"
"5628","Townsend_ Devin"
"5629","Del Tha Funkee Homosapien"
"5630","Talk Talk"
"5631","XIU XIU"
"5632","Jesse Malin"
"5633","Dozer"
"5634","Naughty By Nature"
"5635","Sascha Funke"
"5636","Aceyalone"
"5637","Silk"
"5638","Fito Paez"
"5639","João Gilberto"
"5640","Alejandro Fernandez"
"5641","Gary Numan"
"5642","R De Rumba"
"5643","Spock's Beard"
"5644","Spongebob Squarepants"
"5645","bathory"
"5646","Galactic"
"5647","Grupo Niche"
"5648","Deathchain"
"5649","Daniele Silvestri"
"5650","Sole"
"5651","Insane Clown Posse"
"5652","Elephant Man"
"5653","Base Ball Bear"
"5654","Status Quo"
"5655","The Be Good Tanyas"
"5656","Wolves In The Throne Room"
"5657","Aquagen"
"5658","Two Lone Swordsmen"
"5659","Kitaro"
"5660","Stephan Bodzin"
"5661","Burning Borders"
"5662","Starship"
"5663","Kingspade"
"5664","Outrageous Cherry"
"5665","De-Phazz"
"5666","Spencer & Hill"
"5667","Sunny Day Real Estate"
"5668","The Black Box Revelation"
"5669","Raz Ohara"
"5670","Diamond Head"
"5671","D.L.G."
"5672","Gotye"
"5673","Jack the Ripper"
"5674","I Am Ghost"
"5675","Dirty Three"
"5676","Boris Brejcha"
"5677","SR-71"
"5678","Marusha"
"5679","Soprano"
"5680","Otto von Schirach feat. Nastie"
"5681","Future Of The Left"
"5682","Riva Starr"
"5683","Mathew Jonson"
"5684","Fionn Regan"
"5685","Esperanza Spalding"
"5686","The Oppressed"
"5687","Enemy"
"5688","This Mortal Coil"
"5689","Righteous Brothers"
"5690","DJ Jazzy Jeff & The Fresh Prince"
"5691","Spinners"
"5692","Antonio Carlos Jobim"
"5693","Unwritten Law"
"5694","Anoushka Shankar"
"5695","The Turtles"
"5696","Asleep At The Wheel"
"5697","Smoke Or Fire"
"5698","Marc Anthony"
"5699","Alice In Videoland"
"5700","Stan Getz"
"5701","Stan Getz / Charlie Byrd"
"5702","Take It Back!"
"5703","Circle II Circle"
"5704","Harry Gregson-Williams"
"5705","Lee Ritenour"
"5706","Shed Seven"
"5707","Rachel Stevens"
"5708","Adelitas Way"
"5709","Snowgoons"
"5710","Esham"
"5711","50 Lions"
"5712","Al DiMeola"
"5713","Heaven 17"
"5714","Ravi Shankar"
"5715","CCCP - Fedeli Alla Linea"
"5716","Ugress"
"5717","Deitrick Haddon"
"5718","Lisa Miskovsky"
"5719","Mott The Hoople"
"5720","Bløf"
"5721","The Juan MacLean"
"5722","Robert Hood"
"5723","Classified"
"5724","City"
"5725","Falling Up"
"5726","Mike Patton"
"5727","Byron Stingily"
"5728","Fyfe Dangerfield"
"5729","The Replacements"
"5730","Dio"
"5731","IQ"
"5732","Carpathian Forest"
"5733","William Bell / Judy Clay"
"5734","Tiger Army"
"5735","Jim Reeves"
"5736","Dar Williams"
"5737","Django Reinhardt"
"5738","Annuals"
"5739","Leæther Strip"
"5740","Richard Marx"
"5741","Plants and Animals"
"5742","Moonbootica"
"5743","Babasonicos"
"5744","Darkest Hour"
"5745","Black Uhuru"
"5746","Goldie Lookin Chain"
"5747","RAUNCHY"
"5748","Tracey Thorn"
"5749","Night Ranger"
"5750","Glenn Miller"
"5751","Proem"
"5752","The Big Pink"
"5753","Vanilla Ice"
"5754","Feeder"
"5755","Two Hours Traffic"
"5756","Brotha Lynch Hung"
"5757","Ten Years After"
"5758","Paul van Dyk Feat. Johnny McDaid"
"5759","Cathedral"
"5760","Béla Fleck & the Flecktones"
"5761","Squeeze"
"5762","The Kingsmen"
"5763","Richard Thompson"
"5764","Southern Culture On The Skids"
"5765","Mux Mool"
"5766","Terminal Choice"
"5767","Swans"
"5768","Joan Osborne"
"5769","Kaizers Orchestra"
"5770","Aztec Camera"
"5771","Collin Raye"
"5772","The Datsuns"
"5773","Kelpe"
"5774","The Bar-Kays"
"5775","Dead Boys"
"5776","Who Made Who"
"5777","Cock Sparrer"
"5778","Midnight Oil"
"5779","Delirious?"
"5780","Marc Ribot"
"5781","Guided By Voices"
"5782","SNAP!"
"5783","Slum Village"
"5784","Pat Metheny"
"5785","Boney M. 2000"
"5786","Richard Durand"
"5787","Jens Lekman"
"5788","Cerrone"
"5789","Stephen Stills"
"5790","Joshua Redman"
"5791","DISMEMBER"
"5792","Olaf Schubert"
"5793","Kap Bambino"
"5794","Saint Etienne"
"5795","Orgy"
"5796","Mercury Rev"
"5797","Brian Culbertson"
"5798","Kid Sister"
"5799","Kill The Client"
"5800","Kool Keith"
"5801","Red Elvises"
"5802","Falco"
"5803","Benga"
"5804","Gentleman"
"5805","The Sensational Alex Harvey Band"
"5806","Stateless"
"5807","Blood For Blood"
"5808","Heatwave"
"5809","Aaron Shust"
"5810","Diary of Dreams"
"5811","Burning Spear"
"5812","Jimmy Edgar"
"5813","The Xcerts"
"5814","Yonderboi"
"5815","D'angelo Featuring Method Man And Redman"
"5816","Jean Michel Jarre"
"5817","Breakage ft. Zarif"
"5818","Kingdom of Sorrow"
"5819","Bassi Maestro"
"5820","Oli Brown"
"5821","Charlie Daniels"
"5822","Taking Dawn"
"5823","Peter Tosh"
"5824","The Ocean"
"5825","Mahavishnu Orchestra"
"5826","Haustor"
"5827","Telepopmusik"
"5828","Current 93"
"5829","Current 93 & Bonnie ""Prince"" Billy"
"5830","Ben Weaver"
"5831","Siouxsie And The Banshees"
"5832","Lil Rob"
"5833","Los Suaves"
"5834","Adam Ant"
"5835","Sparta"
"5836","Panda Bear"
"5837","Matchbook Romance"
"5838","Ike & Tina Turner"
"5839","Ike And Tina Turner"
"5840","Jan A.P. Kaczmarek / Nick Ingman"
"5841","Arve Henriksen_ Jan Bang"
"5842","Graham Coxon"
"5843","The Psychedelic Furs"
"5844","Alela Diane"
"5845","Wakey! Wakey!"
"5846","Eiffel 65"
"5847","Amy Diamond"
"5848","Commix"
"5849","Abe Vigoda"
"5850","R.L. Burnside"
"5851","Freemasons Feat. Bailey Tzuke"
"5852","Freemasons"
"5853","Soul Asylum"
"5854","Slagsmalsklubben"
"5855","Soda Stereo"
"5856","The Antlers"
"5857","Múm"
"5858","Carbon Leaf"
"5859","Morbid Angel"
"5860","Los Piratas"
"5861","Field Music"
"5862","Pagan's Mind"
"5863","Muchy"
"5864","Carmen Consoli"
"5865","Ol' Dirty Bastard"
"5866","Screamin' Jay Hawkins"
"5867","Ultravox"
"5868","Alejandro Escovedo"
"5869","Broadcast"
"5870","Bjørn Eidsvåg"
"5871","Junior Senior"
"5872","Guy"
"5873","Pereza"
"5874","Emerson Drive"
"5875","Peabo Bryson"
"5876","Aborted"
"5877","The Cult"
"5878","John Waller"
"5879","Tom Zé"
"5880","The Koffin Kats"
"5881","Cut Chemist"
"5882","The O'Jays"
"5883","Patsy Cline"
"5884","PATSY CLINE & WILLIE NELSON"
"5885","Alias & Tarsier"
"5886","Melendi"
"5887","We Have Band"
"5888","Blakfish"
"5889","I'm From Barcelona"
"5890","America"
"5891","Steve Wynn"
"5892","Duke Ellington_ His Famous Orchestra"
"5893","Stream Of Passion"
"5894","Stream of Passion feat. Ayreon"
"5895","Bouncing Souls"
"5896","Leigh Nash"
"5897","Afroman"
"5898","Mr. Scruff feat. Feebi"
"5899","Mr. Scruff"
"5900","Hayes Carll"
"5901","Baaba Maal"
"5902","Klaus Badelt"
"5903","Fiction Plane"
"5904","Bobby Darin"
"5905","Nina Sky"
"5906","Against All Authority"
"5907","Stephen Sondheim"
"5908","Butterfly Boucher"
"5909","The Yardbirds"
"5910","Howlin' Wolf"
"5911","Laura Branigan"
"5912","Louis XIV"
"5913","World Party"
"5914","Sinéad O'Connor"
"5915","Donald Lawrence"
"5916","Dj Cam"
"5917","The Long Blondes"
"5918","Klute"
"5919","Tristeza"
"5920","Azaghal"
"5921","Asobi Seksu"
"5922","Cephalic Carnage"
"5923","Fred Astaire"
"5924","Burt Bacharach"
"5925","Kavinsky"
"5926","Los Tres"
"5927","John Scofield"
"5928","Bag Raiders"
"5929","The Oak Ridge Boys"
"5930","Taylor Hawkins & The Coattail Riders"
"5931","Edenbridge"
"5932","Baroness"
"5933","Chris Caffery"
"5934","Chet Baker"
"5935","Chezidek"
"5936","Tankard"
"5937","John Lee Hooker"
"5938","Warren Zevon"
"5939","Rich Kids"
"5940","Keep Of Kalessin"
"5941","Spiritualized"
"5942","The Presidents of the United States of America"
"5943","Presidents Of The United States Of America"
"5944","The Ghost of A Thousand"
"5945","Evergrey"
"5946","Flanger"
"5947","Fields Of The Nephilim"
"5948","Muddy Waters"
"5949","McLean"
"5950","Teitur"
"5951","David Essex"
"5952","Stafraenn Hakon"
"5953","Pepper"
"5954","And You Will Know Us By The Trail Of Dead"
"5955","Gregg Allman"
"5956","Babylonia"
"5957","Cat Stevens"
"5958","Mortiis"
"5959","Keb' Mo'"
"5960","Brutha"
"5961","Tinariwen"
"5962","Puff Daddy feat. The Notorious B.I.G. & Lil' Kim"
"5963","Atlanta Rhythm Section"
"5964","Raimundos"
"5965","Scientist"
"5966","Kreator"
"5967","The Dodos"
"5968","16 Horsepower"
"5969","Sixteen Horsepower"
"5970","The Stranglers"
"5971","Os Mutantes"
"5972","Robert Wyatt"
"5973","Crashdiet"
"5974","Rock Kills Kid"
"5975","Master Blaster"
"5976","The Hooters"
"5977","Operation Ivy"
"5978","Derek & The Dominos"
"5979","Takana Zion"
"5980","Public Enemy"
"5981","Blaze Bayley"
"5982","Dru Hill"
"5983","William Basinski"
"5984","Blues Traveler"
"5985","Swing Out Sister"
"5986","Voivod"
"5987","Jamelia"
"5988","Styx"
"5989","HELLYEAH"
"5990","Lydia Lunch"
"5991","Erik Hassle"
"5992","Johnny Mathis"
"5993","Johnny Mathis;Henry Mancini_ His Orchestra & Chorus"
"5994","People Under The Stairs"
"5995","Wir Sind Helden"
"5996","Four Tet"
"5997","Frank Black"
"5998","Mother's Finest"
"5999","Us3"
"6000","Lucio Dalla"
"6001","Peer Günt"
"6002","The Zombies"
"6003","Crosby_ Stills & Nash"
"6004","H16"
"6005","Emmylou Harris"
"6006","GWAR"
"6007","Freestylers"
"6008","Los Secretos"
"6009","Donovan"
"6010","Oh No Ono"
"6011","The Beatnuts"
"6012","Tehosekoitin"
"6013","Frankie Goes To Hollywood"
"6014","Groove Coverage"
"6015","Immortal Technique"
"6016","Nachtmahr"
"6017","Stereo MC's"
"6018","10cc"
"6019","Lemongrass"
"6020","Tara MacLean"
"6021","Negura Bunget"
"6022","The Mighty Mighty Bosstones"
"6023","Les Wriggles"
"6024","Jon Secada"
"6025","Hanson"
"6026","Mr Mister"
"6027","Monrose"
"6028","Happoradio"
"6029","Stephanie Mills"
"6030","Beneath The Sky"
"6031","Waldeck"
"6032","I:Scintilla"
"6033","Everything But The Girl"
"6034","Pascow"
"6035","Sneaker Pimps"
"6036","ANJA GARBAREK"
"6037","Dagoba"
"6038","Mano Negra"
"6039","Chimaira"
"6040","Wiley ft. Jookie Mundo"
"6041","Roll Deep"
"6042","Threat Signal"
"6043","Jeff Mangum"
"6044","North Mississippi Allstars"
"6045","Kurt Elling"
"6046","Brandy"
"6047","Peggy Lee"
"6048","The Skatalites"
"6049","Aesop Rock"
"6050","Stretch Arm Strong"
"6051","Diva Destruction"
"6052","Daphne Loves Derby"
"6053","Handsome Furs"
"6054","Jay Vaquer"
"6055","Alexz Johnson"
"6056","Booker T & The MG's"
"6057","Booker T. & The M.G.'s"
"6058","Wyclef Jean featuring Refugee Allstars"
"6059","The Herbaliser feat. MF Doom"
"6060","Lord Est"
"6061","Outlandish"
"6062","Outlandish;Isam Bachiri;Lenny Martinez;Waqas Qadri"
"6063","Marianne Faithfull"
"6064","The Stone Roses"
"6065","David Benoit"
"6066","Tracy Lawrence"
"6067","Aphrodite's Child"
"6068","Venetian Snares"
"6069","Pete Murray"
"6070","Frankie Valli"
"6071","Dizzy Gillespie"
"6072","Colour Revolt"
"6073","Zounds"
"6074","Juliette Gréco"
"6075","Little Feat"
"6076","Bardo Pond"
"6077","Nick Cave & The Bad Seeds"
"6078","Nick Cave"
"6079","The Orb"
"6080","The Disco Biscuits"
"6081","Crosby_ Stills_ Nash and Young"
"6082","Kool & The Gang"
"6083","Marc Broussard"
"6084","Tristan Prettyman"
"6085","The Dickies"
"6086","Knights Of The Abyss"
"6087","Seeed's Pharaoh Riddim Feat. General Degree"
"6088","Julie London"
"6089","Heidi Montag"
"6090","Ali Love"
"6091","Krezip"
"6092","Afro Celt Sound System"
"6093","The Kovenant"
"6094","Modern Life Is War"
"6095","The Byrds"
"6096","Glen Campbell"
"6097","Lightspeed Champion"
"6098","Shirley Bassey"
"6099","Pulp"
"6100","Anne Murray"
"6101","Beenie Man"
"6102","Herb Alpert And The Tijuana Brass"
"6103","Anita Baker"
"6104","John Cale"
"6105","Matt Pond PA"
"6106","Integrity"
"6107","Keith Sweat"
"6108","E.s.t."
"6109","Kapanga"
"6110","Phyllis Hyman"
"6111","Dionne Warwick"
"6112","Lovex"
"6113","Bad Company"
"6114","The Meters"
"6115","Aaliyah"
"6116","Strata"
"6117","Tracy Chapman"
"6118","Pure Prairie League"
"6119","Dream Evil"
"6120","The Animals"
"6121","Claude Vonstroke"
"6122","Ugly Kid Joe"
"6123","Mandy Moore"
"6124","Los Fabulosos Cadillacs"
"6125","Dir en grey"
"6126","Deerhoof"
"6127","The Gun Club"
"6128","Average White Band"
"6129","Danny Byrd"
"6130","The Soft Pack"
"6131","Damien Jurado"
"6132","Woods"
"6133","The Notwist"
"6134","Exploited"
"6135","Pet Shop Boys"
"6136","Shihad"
"6137","Poisonblack"
"6138","Exilia"
"6139","Bent"
"6140","Concretes"
"6141","The Concretes"
"6142","Ben E. King"
"6143","Datarock"
"6144","Todd Rundgren"
"6145","The Staple Singers"
"6146","Prong"
"6147","Daniel Balavoine"
"6148","Kansas"
"6149","Derek Webb"
"6150","Kurt Vile"
"6151","Taj Mahal"
"6152","Felix Da Housecat"
"6153","Jimpster"
"6154","Teenage Bottlerocket"
"6155","Nerina Pallot"
"6156","Billy Idol"
"6157","Soulive"
"6158","Ajattara"
"6159","Karen O And The Kids"
"6160","65daysofstatic"
"6161","My Dying Bride"
"6162","Chromeo"
"6163","Prince & The Revolution"
"6164","Jazzanova / Paul Randolph"
"6165","Joy Williams"
"6166","Vic Chesnutt"
"6167","Isobel Campbell / Mark Lanegan"
"6168","Chick Corea;London Philharmonic Orchestra"
"6169","The Slits"
"6170","Kryptic Minds"
"6171","The Bad Plus"
"6172","John Hiatt"
"6173","the feelers"
"6174","Deer Tick"
"6175","Dominoe"
"6176","Eoghan Heaslip"
"6177","Mando Diao"
"6178","Arsis"
"6179","Squarepusher"
"6180","Threshold"
"6181","Uriah Heep"
"6182","Indochine"
"6183","Astrud Gilberto with Stanley Turrentine"
"6184","Donnie McClurkin"
"6185","The Reign Of Kindo"
"6186","Guillemots"
"6187","Steve Lukather"
"6188","Secret Garden"
"6189","Brian Posehn"
"6190","Bleeding Through"
"6191","John Fahey"
"6192","Butthole Surfers"
"6193","Primal Scream"
"6194","Canibus"
"6195","DJ Krush"
"6196","Paul Oakenfold"
"6197","Otep"
"6198","Henrik Schwarz"
"6199","38 Special"
"6200","The Penguins"
"6201","Nacha Pop"
"6202","Darren Styles"
"6203","Emil Bulls"
"6204","Capdown"
"6205","Big Country"
"6206","Ohrbooten"
"6207","The New Mastersounds"
"6208","Sun Ra"
"6209","Turbostaat"
"6210","Jimmy Needham"
"6211","Josh Ritter"
"6212","Death In Vegas"
"6213","The String Cheese Incident"
"6214","Markus Krunegård"
"6215","Jantje Smit"
"6216","God Module"
"6217","The Dear Hunter"
"6218","Feadz"
"6219","Helmet"
"6220","Rory Gallagher"
"6221","Shawn Mullins"
"6222","Ismo Alanko"
"6223","Jean-Jacques Goldman"
"6224","Skank"
"6225","Good Riddance"
"6226","Japan"
"6227","Twiztid"
"6228","Blue October"
"6229","Hank Williams"
"6230","Itchy Poopzkid"
"6231","Audio Adrenaline"
"6232","Astrud Gilberto"
"6233","The Young Republic"
"6234","Nappy Roots"
"6235","Gang Starr"
"6236","Blackmore's Night"
"6237","Jaga Jazzist"
"6238","Tahiti 80"
"6239","Nacho Vegas"
"6240","The Pharcyde"
"6241","Kråkesølv"
"6242","Windir"
"6243","Lykke Li"
"6244","Billy Ray Cyrus"
"6245","James Horner;Rahat Nusrat Fateh Ali Khan"
"6246","Cult Of Luna"
"6247","José González"
"6248","Mary Chapin Carpenter"
"6249","This Is Hell"
"6250","Erik Satie"
"6251","Mustasch"
"6252","Dave Brubeck"
"6253","Athlete"
"6254","Midtown"
"6255","Jan Hammer"
"6256","Jesper Kyd"
"6257","Telepathe"
"6258","Sia"
"6259","Default"
"6260","Postal Service"
"6261","The Clientele"
"6262","The Dave Brubeck Quartet"
"6263","James McMurtry"
"6264","James McMurtry And The Heartless Bastards"
"6265","Plumb"
"6266","The Wonder Stuff"
"6267","Texas"
"6268","Brand New Heavies_ The"
"6269","The Brand New Heavies"
"6270","Faith No More"
"6271","Del Shannon"
"6272","Paul Baloche"
